file_name,ind_name,desc_name,order
gini_revenue.RData,gini_rev_stt,GINI_R_STT,96
gini_revenue.RData,gini_rev_stx,GINI_R_STX,97
total_rec_catch.RData,Puerto.Rico..USA.,REC_PR,98
total_rec_catch.RData,US.Virgin.Isl.,REC_VI,99
prop_diving_trips.RData,PR,DIV_PR,100
prop_diving_trips.RData,STT,DIV_STT,101
prop_diving_trips.RData,STX,DIV_STX,102
prop_trips_bycatch.RData,PR,BYCAT_PR,103
prop_trips_bycatch.RData,STT,BYCAT_STT,104
prop_trips_bycatch.RData,STX,BYCAT_STX,105
regulations.RData,dat.amendments,REGS,106
FRsection.RData,dat.amendments,MGMT,107
tier3.RData,PR,TR3_PR,108
tier3.RData,USVI,TR3_VI,109
outreach.RData,X1,OUT_PR,110
outreach.RData,X2,OUT_VI,111
coral_spprichness_cover.RData,X1,CRLRCH_PR,112
coral_spprichness_cover.RData,X2,CRLCVR_PR,113
coral_spprichness_cover.RData,X3,CRLRCH_VI,114
coral_spprichness_cover.RData,X4,CRLCVR_VI,115
