SampleYear,SampleMonth,Period,Location,FilmDate,Transect,CoralCov,GorgCov,SpoCov,ZoanCov,OtherLiveCov,MacaCov,CalgCov,CyanCov,EACCov,NonLiveCov,UnkCov,BLCov,DisCov
2001,9,Annual,Coculus Rock,9/25/2001,6,11.67,0.83,3.33,0.42,0.00,58.33,0.00,0.00,24.58,0.00,0.83,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,1,15.91,3.18,2.73,0.00,0.00,2.27,0.00,0.00,65.00,10.91,0.00,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,2,2.63,2.63,0.44,0.00,0.44,6.14,0.00,0.00,75.44,10.96,1.32,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,3,2.82,6.85,1.61,0.00,0.00,0.00,0.00,0.00,85.48,2.02,1.21,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,4,4.48,7.84,4.10,0.00,0.37,1.49,0.75,0.00,79.48,0.00,1.49,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,5,3.33,10.83,0.42,0.83,0.42,4.17,0.00,0.00,76.67,1.25,2.08,0.00,0.00
2001,9,Annual,Magens Bay,9/25/2001,6,1.54,7.69,0.77,0.00,0.00,5.77,0.38,0.00,81.15,1.15,1.54,0.00,0.00
2001,9,Annual,Sprat Hole,9/25/2001,1,29.65,0.44,1.77,0.00,0.00,14.60,1.77,0.00,51.77,0.00,0.00,0.00,0.88
2001,9,Annual,Sprat Hole,9/25/2001,2,29.03,1.61,4.03,0.00,0.00,6.45,3.63,0.00,54.84,0.00,0.40,0.00,0.00
2001,9,Annual,Sprat Hole,9/25/2001,3,16.81,0.00,3.10,0.00,0.00,5.75,0.00,0.00,68.14,0.00,6.19,0.00,0.00
2001,9,Annual,Sprat Hole,9/25/2001,4,13.30,0.46,2.75,0.00,0.00,4.13,1.38,0.00,75.69,0.00,2.29,0.00,0.00
2001,9,Annual,Sprat Hole,9/25/2001,5,35.00,0.91,1.82,0.00,0.00,4.55,0.91,0.00,54.55,0.91,1.36,0.00,0.00
2001,9,Annual,Sprat Hole,9/25/2001,6,24.46,1.44,1.44,0.36,0.36,7.55,2.52,0.00,60.79,0.00,1.08,0.00,0.36
2001,10,Annual,Salt River West,10/12/2001,4,4.32,1.44,3.60,0.72,0.00,1.08,0.36,0.00,87.77,0.00,0.72,0.00,0.00
2001,10,Annual,Salt River West,10/12/2001,5,9.44,1.40,1.40,0.00,0.00,6.29,1.05,0.00,79.37,0.00,1.05,0.00,0.00
2001,10,Annual,Salt River West,10/12/2001,6,10.80,2.00,5.20,0.00,0.00,0.80,0.00,0.00,78.80,0.00,2.40,0.00,0.00
2001,10,Annual,Fish Bay,10/24/2001,1,4.85,1.32,0.00,0.00,0.00,58.59,0.00,7.93,25.99,1.32,0.00,0.00,0.00
2001,10,Annual,Fish Bay,10/24/2001,2,7.72,4.07,0.00,0.00,0.00,37.80,0.00,4.07,43.90,1.63,0.81,0.00,0.00
2001,10,Annual,Fish Bay,10/24/2001,3,6.25,5.42,1.25,0.00,0.00,48.33,0.00,3.33,33.33,1.67,0.42,0.00,0.00
2001,10,Annual,Fish Bay,10/24/2001,4,19.15,9.79,0.00,0.00,0.00,36.17,5.11,0.00,27.23,2.13,0.43,0.00,0.85
2001,10,Annual,Fish Bay,10/24/2001,5,11.65,10.15,0.75,0.00,0.00,31.58,0.75,2.63,34.59,6.39,1.50,0.00,0.00
2001,10,Annual,Fish Bay,10/24/2001,6,25.00,3.95,1.75,0.00,0.00,29.82,0.44,2.19,36.40,0.00,0.44,0.00,0.00
2002,1,Annual,Buck Island STX,1/14/2002,1,16.95,6.78,0.00,0.56,0.00,4.24,2.54,0.00,59.89,8.19,0.85,0.00,0.00
2002,1,Annual,Buck Island STX,1/14/2002,2,16.47,11.47,0.00,0.00,0.29,5.88,1.76,0.00,52.35,11.18,0.59,0.00,0.00
2002,1,Annual,Buck Island STX,1/14/2002,3,11.25,6.69,0.00,0.00,0.30,2.43,0.30,0.00,69.60,9.12,0.30,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,1,2.67,3.11,0.44,0.00,0.00,44.44,0.89,26.67,21.78,0.00,0.00,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,2,6.39,4.57,0.00,0.00,0.00,45.66,0.00,16.44,25.11,1.83,0.00,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,3,6.11,1.31,2.62,0.00,0.00,43.23,0.87,10.04,33.19,0.87,1.75,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,4,28.70,5.65,0.00,0.00,0.00,22.61,2.17,3.48,32.61,4.78,0.00,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,5,17.70,7.66,0.00,0.00,0.00,26.32,0.96,5.74,36.84,3.83,0.96,0.00,0.00
2002,2,Annual,Fish Bay,2/15/2002,6,25.76,3.06,0.44,0.00,0.00,28.38,1.31,6.99,33.62,0.44,0.00,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,1,6.04,0.00,6.04,0.00,0.00,6.42,0.38,0.00,73.96,5.66,1.51,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,2,14.75,1.84,3.69,1.38,0.00,8.76,0.00,1.38,66.82,0.00,1.38,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,3,7.34,1.54,7.34,0.00,0.00,18.15,0.00,0.39,61.78,2.32,1.16,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,4,10.50,0.42,13.45,0.00,0.00,13.45,0.00,0.00,60.50,0.00,1.68,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,5,7.34,0.39,7.34,0.00,0.00,28.57,0.00,0.00,55.60,0.00,0.77,0.00,0.00
2002,5,Annual,Coculus Rock,5/13/2002,6,21.54,1.22,8.13,0.00,0.00,30.49,0.00,0.00,37.40,0.00,1.22,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,1,44.80,0.90,3.17,0.00,0.45,2.26,0.00,0.00,46.15,0.00,2.26,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,2,55.56,0.56,1.11,0.00,0.00,7.78,0.00,0.00,32.78,0.56,1.67,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,3,54.49,0.00,0.00,0.00,0.00,1.12,0.00,0.00,41.01,2.81,0.56,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,4,42.29,1.32,1.32,0.00,0.00,9.69,0.00,0.00,42.73,0.88,1.76,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,5,50.42,0.00,1.27,0.00,0.00,11.86,0.00,0.00,36.02,0.00,0.42,0.00,0.00
2002,5,Annual,Brewers Bay,5/21/2002,6,20.70,0.00,2.20,0.00,0.44,15.86,0.88,0.00,58.15,1.32,0.44,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,1,8.15,2.59,1.85,0.00,0.00,4.44,0.74,0.00,81.85,0.00,0.37,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,2,7.14,2.50,1.79,1.79,0.00,1.79,3.57,0.00,80.71,0.71,0.00,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,3,5.18,1.59,11.16,0.00,0.00,3.59,0.80,0.00,77.29,0.00,0.40,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,4,4.56,1.90,1.52,0.76,0.00,1.52,1.90,0.00,87.07,0.76,0.00,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,5,11.72,2.09,0.42,0.00,0.00,6.69,2.93,0.00,75.31,0.84,0.00,0.00,0.00
2002,5,Annual,Salt River West,5/22/2002,6,5.66,1.51,3.02,0.38,0.00,1.13,4.15,0.00,84.15,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,1,19.67,2.09,0.42,0.00,0.00,35.98,2.93,0.00,38.91,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,2,17.60,4.00,0.80,0.00,0.00,48.00,0.40,0.00,29.20,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,3,19.69,4.63,2.70,1.16,0.00,39.77,2.70,0.00,29.34,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,4,12.17,2.61,2.61,0.43,0.00,34.78,3.04,0.00,44.35,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,5,27.19,1.84,2.30,0.46,0.00,3.69,6.91,0.00,57.60,0.00,0.00,0.00,0.00
2002,5,Annual,Botany Bay,5/23/2002,6,22.61,0.50,0.50,0.00,0.00,14.07,4.02,0.00,58.29,0.00,0.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,1,9.58,2.50,7.08,0.00,0.00,25.83,1.25,0.00,50.42,3.33,0.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,2,3.91,0.87,3.48,0.00,0.87,53.04,0.00,0.00,25.65,12.17,0.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,3,8.10,5.71,2.38,0.00,0.00,59.05,0.48,0.00,24.29,0.00,0.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,4,3.50,8.00,3.00,0.00,0.50,58.50,0.50,0.00,24.50,0.50,1.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,5,2.87,7.18,7.18,0.00,0.48,35.89,0.48,0.00,44.50,1.44,0.00,0.00,0.00
2002,5,Annual,Magens Bay,5/23/2002,6,4.40,2.40,2.00,0.00,1.20,62.40,0.40,0.00,25.60,1.60,0.00,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,1,14.80,1.20,3.20,0.00,0.00,13.20,0.00,0.00,67.60,0.00,0.00,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,2,35.38,4.23,1.15,0.00,0.00,6.15,0.00,0.00,53.08,0.00,0.00,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,3,32.53,2.01,1.20,0.00,0.00,3.21,0.00,0.00,60.24,0.00,0.80,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,4,32.34,1.70,1.70,0.00,0.00,7.23,0.00,0.00,53.19,2.98,0.85,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,5,23.85,0.00,2.51,0.00,0.42,0.84,2.93,0.00,68.62,0.84,0.00,0.00,0.00
2002,5,Annual,Cane Bay,5/29/2002,6,24.10,2.81,8.03,0.00,0.40,9.24,0.80,0.00,52.21,1.20,1.20,0.00,0.00
2002,5,Annual,Lang Bank Red Hind FSA,5/29/2002,1,4.01,10.22,7.30,0.00,0.73,22.26,0.00,0.36,48.54,6.57,0.00,0.00,0.00
2002,5,Annual,Lang Bank Red Hind FSA,5/29/2002,2,4.00,3.56,2.67,0.00,0.00,4.00,0.00,0.00,81.78,4.00,0.00,0.00,0.00
2002,5,Annual,Lang Bank Red Hind FSA,5/29/2002,3,4.12,3.00,2.62,0.00,0.00,3.00,0.00,0.00,82.02,4.49,0.75,0.00,0.00
2002,5,Annual,Lang Bank Red Hind FSA,5/29/2002,4,3.61,9.24,1.61,0.00,0.00,1.20,0.00,0.00,79.52,4.42,0.40,0.00,0.00
2002,5,Annual,Lang Bank Red Hind FSA,5/29/2002,5,6.15,5.38,3.08,0.00,0.00,2.69,0.00,0.00,80.77,1.15,0.77,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,1,5.31,1.22,4.90,0.00,0.00,4.08,0.00,0.00,74.29,9.80,0.41,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,2,6.34,4.93,2.46,2.11,1.41,4.23,0.00,0.00,67.61,10.56,0.35,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,3,9.14,4.18,4.18,0.78,0.26,15.67,0.00,0.78,55.09,9.66,0.26,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,4,7.16,0.28,3.58,0.83,0.00,28.93,0.00,0.55,55.65,3.03,0.00,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,5,4.79,3.27,7.05,0.25,0.00,27.71,0.00,0.50,47.10,9.07,0.25,0.00,0.00
2002,5,Annual,Eagle Ray,5/30/2002,6,4.35,1.93,1.93,0.00,0.00,27.05,0.00,0.24,54.35,9.66,0.48,0.00,0.24
2002,6,Annual,Jacks Bay,6/11/2002,1,7.23,1.57,3.14,0.00,0.00,30.19,1.26,0.00,56.29,0.00,0.31,0.00,0.00
2002,6,Annual,Jacks Bay,6/11/2002,2,2.22,0.00,2.96,0.00,0.00,20.37,0.74,0.00,73.33,0.00,0.37,0.00,0.00
2002,6,Annual,Jacks Bay,6/11/2002,3,4.86,0.69,4.86,0.00,0.00,28.82,0.00,0.00,60.07,0.69,0.00,0.00,0.00
2002,6,Annual,Jacks Bay,6/11/2002,4,3.35,1.12,1.49,0.00,0.00,41.64,0.00,0.00,49.81,2.23,0.37,0.00,0.00
2002,6,Annual,Jacks Bay,6/11/2002,5,3.96,4.32,1.08,0.00,0.36,33.09,0.36,0.00,56.47,0.36,0.00,0.00,0.00
2002,6,Annual,Jacks Bay,6/11/2002,6,7.89,2.87,1.79,0.00,0.00,55.20,0.00,0.36,30.47,1.43,0.00,0.00,0.00
2002,6,Annual,Sprat Hole,6/14/2002,1,31.20,2.79,1.39,0.00,0.56,40.95,0.00,0.00,22.84,0.00,0.28,0.00,0.00
2002,6,Annual,Sprat Hole,6/14/2002,2,38.75,0.00,2.08,0.00,0.00,20.76,0.69,0.35,33.91,3.46,0.00,0.00,0.00
2002,6,Annual,Sprat Hole,6/14/2002,3,15.19,1.11,1.85,0.00,0.00,34.44,0.37,0.00,38.52,8.52,0.00,0.00,0.00
2002,6,Annual,Sprat Hole,6/14/2002,4,14.84,0.00,2.26,0.00,0.00,31.29,0.65,0.00,37.42,13.55,0.00,0.00,0.00
2002,6,Annual,Sprat Hole,6/14/2002,5,34.55,0.00,1.82,0.00,0.00,30.30,0.61,0.00,26.67,5.45,0.61,0.61,0.00
2003,1,Annual,Hind Bank East FSA,1/13/2003,1,28.78,0.00,3.90,0.00,0.00,37.07,0.00,0.00,19.02,10.73,0.49,0.00,0.00
2003,1,Annual,Hind Bank East FSA,1/13/2003,2,33.63,0.00,3.59,0.00,0.00,33.18,10.31,0.00,16.14,1.35,1.79,0.00,1.79
2003,1,Annual,Hind Bank East FSA,1/13/2003,3,27.27,0.00,2.87,0.00,0.00,38.76,4.78,0.00,15.79,7.66,2.87,0.00,0.48
2003,1,Annual,Hind Bank East FSA,1/13/2003,4,24.26,0.00,0.85,0.00,0.00,47.66,4.68,0.00,10.21,11.91,0.43,0.00,0.00
2003,1,Annual,Hind Bank East FSA,1/13/2003,5,35.05,0.00,4.12,0.00,0.00,34.54,4.12,0.00,17.53,4.12,0.52,0.00,0.00
2003,1,Annual,Hind Bank East FSA,1/13/2003,6,20.20,0.00,1.52,0.00,0.00,24.75,0.00,0.00,47.47,4.55,1.52,0.00,0.00
2003,3,Annual,Castle,3/10/2003,1,13.81,0.00,0.95,0.00,0.00,5.71,0.00,0.00,79.52,0.00,0.00,0.00,0.00
2003,3,Annual,Castle,3/10/2003,2,14.29,0.00,0.00,0.00,0.00,12.86,0.00,0.00,72.86,0.00,0.00,0.00,0.00
2003,3,Annual,Castle,3/10/2003,3,18.50,0.00,0.50,0.00,0.00,2.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00
2003,3,Annual,Castle,3/10/2003,4,12.08,0.00,0.00,0.00,0.00,7.92,0.00,0.00,80.00,0.00,0.00,0.00,0.00
2003,3,Annual,Castle,3/10/2003,5,5.45,0.45,0.45,0.00,0.00,8.18,0.00,0.00,85.45,0.00,0.00,0.00,0.00
2003,3,Annual,Castle,3/10/2003,6,13.64,2.27,0.45,0.00,0.00,13.18,0.00,0.00,70.45,0.00,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,1,6.25,2.08,2.92,0.00,0.00,5.00,0.00,0.00,83.75,0.00,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,2,5.38,1.54,1.54,0.00,0.00,0.77,0.00,0.00,81.15,9.62,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,3,9.57,4.78,3.48,0.00,0.00,6.09,0.00,0.00,76.09,0.00,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,4,11.43,2.38,4.76,0.00,0.48,10.00,0.00,0.00,70.95,0.00,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,5,1.82,4.55,4.09,0.00,0.00,5.45,0.00,0.00,81.82,2.27,0.00,0.00,0.00
2003,3,Annual,Eagle Ray,3/28/2003,6,4.29,2.86,4.76,0.00,0.00,5.24,0.00,0.00,82.86,0.00,0.00,0.00,0.00
2003,3,Annual,Buck Island STX,3/29/2003,1,16.32,7.89,1.58,0.00,0.00,14.21,0.00,0.00,55.79,4.21,0.00,0.00,0.00
2003,3,Annual,Buck Island STX,3/29/2003,2,18.64,5.45,2.27,0.00,0.00,18.64,0.00,0.00,36.82,18.18,0.00,0.00,0.00
2003,3,Annual,Buck Island STX,3/29/2003,3,17.00,6.50,0.50,0.00,0.00,2.50,0.00,0.00,59.00,14.50,0.00,0.00,0.00
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,1,46.41,0.00,2.39,0.00,0.00,36.36,1.91,0.00,11.48,0.00,1.44,0.00,0.00
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,2,34.17,0.00,7.04,0.00,0.00,28.64,1.01,0.00,14.07,13.07,2.01,0.00,0.00
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,3,49.75,0.00,4.52,0.00,0.00,22.11,7.04,0.00,15.08,1.01,0.50,0.00,0.50
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,4,46.40,0.00,4.05,0.00,0.00,25.23,1.35,0.00,18.47,0.90,3.60,0.00,0.00
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,5,32.09,0.00,8.84,0.00,0.00,38.14,1.86,0.00,18.60,0.00,0.47,0.00,0.00
2003,4,Annual,Grammanik Tiger FSA,4/3/2003,6,43.12,0.00,3.67,0.00,0.00,25.69,2.75,0.00,21.10,3.21,0.46,0.00,0.92
2003,4,Annual,College Shoal East,4/4/2003,1,38.59,0.00,0.00,0.00,0.00,32.61,0.00,0.00,24.46,3.80,0.54,0.00,0.00
2003,4,Annual,College Shoal East,4/4/2003,2,46.73,0.00,0.93,0.00,0.00,29.91,0.93,0.00,20.56,0.93,0.00,0.00,0.00
2003,4,Annual,College Shoal East,4/4/2003,3,38.42,0.00,0.00,0.00,0.00,31.64,0.00,0.00,29.94,0.00,0.00,0.00,0.00
2003,4,Annual,College Shoal East,4/4/2003,4,52.00,0.00,2.22,0.00,0.00,27.56,0.44,0.44,16.44,0.00,0.89,0.00,0.00
2003,4,Annual,College Shoal East,4/4/2003,5,35.24,0.00,1.32,0.00,0.00,26.43,0.00,0.00,34.80,2.20,0.00,0.00,0.00
2003,4,Annual,College Shoal East,4/4/2003,6,26.89,0.00,1.68,0.00,0.00,33.61,1.26,0.00,31.51,5.04,0.00,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,1,9.55,0.00,1.82,0.00,0.00,0.91,0.00,0.00,87.73,0.00,0.00,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,2,9.64,2.03,7.61,0.00,0.00,1.02,0.00,0.00,79.70,0.00,0.00,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,3,9.55,3.64,1.82,0.00,0.00,5.45,0.00,0.00,79.55,0.00,0.00,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,4,12.00,3.56,1.33,0.00,0.00,6.67,0.00,0.00,76.44,0.00,2.17,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,5,4.78,1.30,3.04,2.17,0.00,1.30,0.00,0.00,87.39,0.00,0.00,0.00,0.00
2003,4,Annual,Salt River West,4/8/2003,6,10.95,6.19,1.43,1.43,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,1,26.96,1.30,1.74,0.00,0.00,16.96,0.00,0.00,53.04,0.00,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,2,29.55,0.00,3.18,0.00,0.00,10.91,0.00,0.00,48.18,8.18,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,3,15.83,1.67,1.25,0.00,0.00,15.42,0.00,0.00,48.75,17.08,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,4,14.76,0.00,2.86,0.00,0.00,5.24,0.00,0.00,71.43,5.71,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,5,31.43,0.95,3.81,0.00,0.00,5.71,0.00,0.00,56.19,1.90,0.00,0.00,0.00
2003,4,Annual,Sprat Hole,4/14/2003,6,31.90,0.48,2.38,0.00,0.00,13.33,0.00,0.00,51.90,0.00,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,1,13.48,1.74,4.78,0.00,0.00,6.52,0.00,0.00,73.48,0.00,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,2,34.09,3.64,0.45,0.00,0.00,5.45,0.00,0.00,56.36,0.00,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,3,33.81,2.86,1.90,0.00,0.00,2.38,0.00,0.00,59.05,0.00,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,4,39.09,0.91,2.73,0.00,0.00,4.09,0.00,0.00,52.73,0.45,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,5,20.83,0.00,1.85,0.00,0.00,0.00,0.00,0.00,77.31,0.00,0.00,0.00,0.00
2003,4,Annual,Cane Bay,4/21/2003,6,18.75,0.96,0.96,0.00,0.00,3.85,0.00,0.00,75.48,0.00,0.00,0.00,0.00
2003,3,Annual,Buck Island STX,5/4/2003,4,25.42,9.17,0.42,0.00,0.00,15.83,0.00,0.00,49.17,0.00,0.00,0.00,0.00
