area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1950,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,11.3771576274,24635.986324261543
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1950,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,6.6282170827,14352.676718616587
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1950,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4527443571,0.5044597063058286
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1950,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4527443571,0.5044597063058286
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1950,"Makaira nigricans","Blue marlin","Large pelagics (>=90 cm)","Tuna & billfishes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4527443571,0.5044597063058286
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1950,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,23.2370270270,97939.7251748688
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1950,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,bagnets,Direct human consumption,9.6000000000,40462.2054528
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1950,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,2.4000000000,10115.5513632
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,5.4419317535
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,90.6081636961,104766.72193483957
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0453494313,0.000713322156029702
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0453494313,0.000713322156029702
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.3351552239,348.2058626464881
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,6.1113104126,6286.05655024267
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0030587139,0.010417128451628
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0030587139,0.010417128451628
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,1.5217347914,0.014466709619754122
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,12.9232068686,16603.690346172152
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0064680715,6.149015768185306e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0064680715,6.149015768185306e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,12.6024887996,30731.986209322506
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0063075520,5.9964142906055144e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1950,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0063075520,5.9964142906055144e-05
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1950,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.8023415824,0.1259766908899321
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,4.3759028606,3391.5418470653653
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,138.3080627811,147031.21993334667
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,bagnets,Direct human consumption,0.8653337533,919.9107762994973
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,hand or tools,Direct human consumption,2.7839898218,2959.577421256952
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,18.4794045343,19644.909614707438
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,25.7068148179,27328.156199058383
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,20.9384570727,22259.055799163685
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,52.9288670767,191869.11221275048
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,9.0561367319,32828.832559677176
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,7.6910417432,27880.312441165475
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,9.5718215249,34698.20911859531
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,47.3180331110,86033.45119599262
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,11.0005714286,20001.193264054233
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,12.5284285714,22779.136772950587
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Balistidae","Triggerfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,60.7840346287,144860.48707428802
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Balistidae","Triggerfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,15.1125000000,36016.1039701125
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Balistidae","Triggerfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,15.1125000000,36016.1039701125
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,29.3633644207,63531.62273992551
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Epinephelus","Seabasses, hinds","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,14.6010000000,31591.244461473005
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1951,"Thunnus","Tunas","Large pelagics (>=90 cm)","Tuna & billfishes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4971512802,0.7654514118322736
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,49.3753388984,109496.86727436366
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,6.3657626887,14116.988111366829
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,11.8827089794,26351.604606814064
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Acanthurus","Surgeonfishes","Small reef assoc. fish (<30 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,6.3035283319,13978.9745350192
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1951,"Coryphaena hippurus","Common dolphinfish","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4971512802,0.7654514118322736
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1951,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4971512802,0.7654514118322736
"US Virgin Isl.",eez,Reconstructed domestic catch,1,1951,"Makaira nigricans","Blue marlin","Large pelagics (>=90 cm)","Tuna & billfishes","US Virgin Isl.",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.4971512802,0.7654514118322736
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,24.1326192074,99502.77579733374
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,bagnets,Direct human consumption,9.6000000000,39582.385958399995
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1951,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,2.4000000000,9895.596489599999
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,1.7614833641,0.03340381227001433
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,4.6806072580
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,77.9321108451,94415.26196486296
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0390050605,0.0012819893081915954
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0390050605,0.0012819893081915954
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.3351552239,356.29362775141715
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,6.1113104126,7217.066723919286
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0030587139,0.01212932642290003
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0030587139,0.01212932642290003
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,1.4785650101,0.028038702512222673
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,12.9232068686,18161.018771586936
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0064680715,0.0001226569894052737
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0064680715,0.0001226569894052737
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,1.7895534095,4804.313848678987
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0008956724,1.6985043714530606e-05
"US Virgin Isl.",eez,Inferred foreign catch,,1951,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0008956724,1.6985043714530606e-05
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1951,"Marine pelagic fishes not identified","Pelagic fishes","Medium pelagics (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.7597850273,0.18720855003119402
"US Virgin Isl.",eez,Assigned Tuna RFMO catch,,1951,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Industrial,Landings,Reported,mixed gear,Direct human consumption,4.0061930151,4108.977621723664
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,143.4331772177,140384.98611081418
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,bagnets,Direct human consumption,0.8244777587,806.9562492650932
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,hand or tools,Direct human consumption,2.0000000000,1957.496708
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,18.6431401434,18246.94272871373
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,26.4250292277,25863.45386096746
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,20.8813528702,20437.58975104968
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,54.8901880244,249793.8679510903
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,9.0295567649,41091.64117263024
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,7.8476790184,35713.16053035864
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale lines,Direct human consumption,9.4417642166,42967.511842053114
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,49.0714401773,86414.90669960622
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,11.0005714286,19372.028825885092
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","US Virgin Isl.",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,12.5284285714,22062.58838503573
"US Virgin Isl.",eez,Reconstructed domestic catch,2,1952,"Balistidae","Triggerfishes","Medium reef assoc. fish (30 - 89 cm)","Other fishes & inverts","US Virgin Isl.",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,63.0364350104,93746.12223772834
